ticker,industry_code,is_financial,is_reit,company_name
019990,29133,0,0,에너토크
020000,14112,0,0,한섬
020120,631,0,0,키다리스튜디오
020150,2629,0,0,롯데에너지머티리얼즈
020180,62021,0,0,대신정보통신
020400,24312,0,0,대동금속
020560,511,0,0,아시아나항공
020710,732,0,0,시공테크
020760,261,0,0,일진디스플
021040,24123,0,0,대호특수강
021050,243,0,0,서원
021080,64209,1,0,에이티넘인베스트
021240,969,0,0,코웨이
021320,41112,0,0,KCC건설
021650,2229,0,0,한국큐빅
021820,303,0,0,세원정공
021880,64911,1,0,메이슨캐피탈
022100,72129,0,0,포스코DX
022220,22211,0,0,티케이지애강
023000,303,0,0,삼원강재
023150,11121,0,0,MH에탄올
023160,2413,0,0,태광
023350,72121,0,0,한국종합기술
023410,23322,0,0,유진기업
023440,24121,0,0,제이스코홀딩스
023450,201,0,0,동남합성
023530,47111,0,0,롯데쇼핑
023590,631,0,0,다우기술
023600,171,0,0,삼보판지
023760,64911,1,0,한국캐피탈
023770,582,0,0,플레이위드
023790,24121,0,0,동일스틸럭스
023800,30310,0,0,인지컨트롤스
023810,303,0,0,인팩
023900,11121,0,0,풍국주정
023910,212,0,0,대한약품
023960,41225,0,0,에쓰씨엔지니어링
024060,46712,0,0,흥구석유
024070,22299,0,0,WISCOM
024090,2419,0,0,디씨엠
024110,64121,1,0,기업은행
024120,303,0,0,KB오토시스
024720,64992,0,0,콜마홀딩스
024740,303,0,0,한일단조
024800,492,0,0,유성티엔에스
024830,303,0,0,세원물산
024840,242,0,0,KBI메탈
024850,2629,0,0,HLB이노베이션
024880,259,0,0,케이피에프
024890,22214,0,0,대원화성
024900,303,0,0,디와이덕양
024910,30331,0,0,경창산업
024940,464,0,0,PN풍년
024950,46465,0,0,삼천리자전거
025000,20119,0,0,KPX케미칼
025320,2629,0,0,시노펙스
025440,265,0,0,DH오토웨어
025530,452,0,0,에스제이엠홀딩스
025540,2812,0,0,한국단자공업
025550,24123,0,0,한국선재
025560,27219,0,0,미래산업
025620,204,0,0,차AI헬스케어
025750,161,0,0,한솔홈데코
025770,61299,0,0,한국정보통신
025820,24221,0,0,이구산업
025860,20312,0,0,남해화학
025870,463,0,0,신라에스지
025880,109,0,0,케이씨피드
025890,292,0,0,한국주강
025900,16212,0,0,동화기업
025950,41221,0,0,동신건설
025980,551,0,0,아난티
026040,331,0,0,제이에스티나
026150,412,0,0,특수건설
026890,64201,1,0,스틱인베스트먼트
026910,24121,0,0,광진실업
026940,2413,0,0,부국철강
026960,4632,0,0,동서
027040,281,0,0,서울전자통신
027050,20423,0,0,코리아나
027360,649,1,0,아주IB투자
027410,64992,0,0,BGF
027580,222,0,0,상보
027710,109,0,0,팜스토리
027740,1012,0,0,마니커
027830,64209,1,0,대성창투
027970,171,0,0,한국제지
028050,72129,0,0,삼성E&A
028080,620,0,0,휴맥스홀딩스
028100,421,0,0,동아지질
028260,467,0,0,삼성물산
028300,213,0,0,HLB
028670,50112,0,0,팬오션
029460,27216,0,0,케이씨
029480,26410,0,0,광무
029530,263,0,0,신도리코
029780,64913,1,0,삼성카드
030000,71310,0,0,제일기획
030190,63991,0,0,NICE평가정보
030200,612,0,0,케이티
030210,661,1,0,다올투자증권
030350,5821,0,0,드래곤플라이
030520,582,0,0,한글과컴퓨터
030530,201,0,0,원익홀딩스
030610,66121,1,0,교보증권
030720,03111,0,0,동원수산
030960,1811,0,0,양지사
031210,65122,1,0,서울보증보험
031310,612,0,0,아이즈비전
031330,4659,0,0,에스에이엠티
031430,4741,0,0,신세계인터내셔날
031440,561,0,0,신세계푸드
031510,303,0,0,오스템
031820,6201,0,0,아이티센씨티에스
031860,46800,0,0,디에이치엑스컴퍼니
031980,29271,0,0,피에스케이홀딩스
032080,13402,0,0,아즈텍WB
032190,46510,0,0,다우데이타
032280,49309,0,0,삼일
032300,212,0,0,한국파마
032350,75210,0,0,롯데관광개발
032500,2642,0,0,케이엠더블유
032540,265,0,0,TJ미디어
032560,24290,0,0,황금에스티
032580,2611,0,0,피델릭스
032620,58221,0,0,GC메디아이
032640,61220,0,0,LG유플러스
032680,639,0,0,소프트센
032750,264,0,0,삼진
032790,46510,0,0,엠젠솔루션
032800,901,0,0,판타지오
032820,281,0,0,우리기술
032830,65110,1,0,삼성생명
032850,58221,0,0,비트컴퓨터
032860,383,0,0,더라미
032940,4659,0,0,원익
032960,2629,0,0,동일기연
033050,204,0,0,제이엠아이
033100,2811,0,0,제룡전기
033130,631,0,0,디지틀조선
033160,262,0,0,엠케이전자
033170,2612,0,0,시그네틱스
033200,2629,0,0,모아텍
033230,62021,0,0,인성정보
033240,26292,0,0,자화전자
033250,303,0,0,체시스
033270,212,0,0,유나이티드
033290,474,0,0,로젠
033310,26299,0,0,엠투엔
033320,46510,0,0,제이씨현시스템
033340,14120,0,0,좋은사람들
033500,201,0,0,동성화인텍
033530,303,0,0,SJG세종
033540,292,0,0,파라텍
033560,26529,0,0,블루콤
033640,261,0,0,네패스
033780,12000,0,0,케이티앤지
033790,282,0,0,피노
033830,60210,0,0,티비씨
033920,11122,0,0,무학
034020,29119,0,0,두산에너빌리티
034120,60210,0,0,SBS
034220,2621,0,0,LG디스플레이
034230,91249,0,0,파라다이스
034310,715,0,0,NICE
034590,35200,0,0,인천도시가스
034730,64992,0,0,SK
034810,649,0,0,해성산업
034830,642,1,0,한국토지신탁
034940,212,0,0,조아제약
034950,75993,0,0,한국기업평가
035000,71310,0,0,HS애드
035080,479,0,0,그래디언트
035150,22214,0,0,백산
035200,22211,0,0,프럼파스트
035250,91249,0,0,강원랜드
035290,581,0,0,골드앤에스
035420,63120,0,0,NAVER
035460,2642,0,0,기산텔레콤
035510,62021,0,0,신세계I&C
035600,58221,0,0,KG이니시스
035610,715,0,0,솔본
035620,591,0,0,바른손이앤에이
035720,63120,0,0,카카오
035760,602,0,0,CJ ENM
035810,109,0,0,이지홀딩스
035890,4112,0,0,서희건설
035900,59201,0,0,JYP Ent.
036000,58113,0,0,예림당
036010,26293,0,0,아비코전자
036030,461,0,0,케이티알파
036090,29272,0,0,위지트
036120,63991,0,0,서울평가정보
036170,2612,0,0,에이치엠넥스
036190,423,0,0,금화피에스시
036200,29271,0,0,유니셈
036220,271,0,0,오상헬스케어
036420,591,0,0,콘텐트리중앙
036460,35200,0,0,한국가스공사
036480,21230,0,0,대성미생물
036530,64992,0,0,SNT홀딩스
036540,2611,0,0,SFA반도체
036560,29120,0,0,KZ정밀
036570,582,0,0,NC
036580,105,0,0,팜스코
036620,467,0,0,감성코퍼레이션
036630,423,0,0,세종텔레콤
036640,20201,0,0,HRS
036670,20421,0,0,삼양케이씨아이
036690,2642,0,0,코맥스
036710,715,0,0,심텍홀딩스
036800,61299,0,0,나이스정보통신
036810,2629,0,0,에프에스티
036830,715,0,0,솔브레인홀딩스
036890,29241,0,0,진성티이씨
036930,29229,0,0,주성엔지니어링
037030,2811,0,0,파워넷
037070,28519,0,0,파세코
037230,17223,0,0,한국팩키지
037270,631,0,0,YG PLUS
037330,26211,0,0,인지디스플레
037350,721,0,0,성도이엔지
037370,201,0,0,EG
037400,468,0,0,우리엔터프라이즈
037440,72111,0,0,희림
037460,2642,0,0,삼지전자
037560,60222,0,0,LG헬로비전
037710,47111,0,0,광주신세계
037760,24122,0,0,쎄니트
037950,26291,0,0,엘컴텍
038010,2511,0,0,제일테크노스
038060,2612,0,0,루멘스
038070,467,0,0,서린바이오
038110,30320,0,0,에코플라스틱
038290,73909,0,0,마크로젠
038390,75210,0,0,레드캡투어
038460,26293,0,0,바이오스마트
038500,239,0,0,삼표시멘트
038530,464,0,0,케이바이오랩스
038540,620,0,0,상상인
038620,47711,0,0,위즈코프
038680,62021,0,0,에스넷
038870,741,0,0,에코심플렉스
038880,262,0,0,아이에이
038950,2642,0,0,파인디지털
039010,26410,0,0,현대에이치티
039020,161,0,0,이건홀딩스
039030,29271,0,0,이오테크닉스
039130,75210,0,0,하나투어
039200,212,0,0,오스코텍
039240,24199,0,0,경남스틸
039290,639,0,0,인포뱅크
039310,582,0,0,세중
039340,60221,0,0,한국경제TV
039420,61299,0,0,케이엘넷
039440,29271,0,0,에스티아이
039490,66121,1,0,키움증권
039560,26410,0,0,다산네트웍스
039570,423,0,0,HDC랩스
039610,29133,0,0,화성밸브
039740,467,0,0,한국정보공학
039830,73203,0,0,오로라
039840,27192,0,0,디오
039860,27199,0,0,나노엔텍
039980,620,0,0,폴라리스AI
040160,58221,0,0,누리플렉스
040300,591,0,0,YTN
040350,620,0,0,크레오에스지
040420,8550,0,0,정상제이엘에스
040610,303,0,0,SG&G
040910,29271,0,0,아이씨디
041020,58221,0,0,폴라리스오피스
041190,6491,1,0,우리기술투자
041440,29241,0,0,현대에버다임
041460,58221,0,0,한국전자인증
041510,59201,0,0,에스엠
041520,272,0,0,이엘씨
041590,424,0,0,플래스크
041650,303,0,0,상신브레이크
041830,27199,0,0,인바디
041910,212,0,0,폴라리스AI파마
041920,27112,0,0,메디아나
041930,2219,0,0,SY동아
041960,212,0,0,코미팜
042000,63112,0,0,카페24
042040,467,0,0,케이피엠테크
042110,28519,0,0,에스씨디
042370,64992,0,0,비츠로테크
042420,582,0,0,네오위즈홀딩스
042500,62021,0,0,링네트
042510,582,0,0,라온시큐어
042520,213,0,0,한스바이오메드
042600,2629,0,0,새로닉스
042660,3111,0,0,한화오션
042700,29271,0,0,한미반도체
042940,411,0,0,상지건설
043090,467,0,0,더테크놀로지
043100,27192,0,0,알파AI
043150,271,0,0,바텍
043200,281,0,0,파루
043220,292,0,0,티에스넥스젠
043260,26291,0,0,성호전자
043340,29133,0,0,에쎈테크
043360,263,0,0,디지아이
043370,303,0,0,피에이치에이
043590,261,0,0,웰킵스하이텍
043610,603,0,0,KT지니뮤직
043650,11111,0,0,국순당
043710,467,0,0,코스리거글로벌
043910,233,0,0,자연과환경
044180,411,0,0,KD
044340,28519,0,0,위닉스
044380,26310,0,0,주연테크
044450,50112,0,0,KSS해운
044480,901,0,0,빌리언스
044490,25912,0,0,태웅
044780,29221,0,0,에이치케이
044820,64992,0,0,코스맥스비티아이
044960,467,0,0,이글벳
044990,262,0,0,에이치엔에스하이텍
045060,20493,0,0,오공
045100,721,0,0,한양이엔지
045300,2629,0,0,성우테크론
045340,58221,0,0,토탈소프트
045390,289,0,0,대아티아이
045510,46510,0,0,정원엔시스
045520,291,0,0,크린앤사이언스
045660,291,0,0,에이텍
045970,262,0,0,코아시아
046070,303,0,0,코다코
046120,7291,0,0,오르비텍
046210,21301,0,0,HLB파나진
046310,2642,0,0,백금T&A
046390,59120,0,0,삼화네트웍스
046440,582,0,0,KG파이낸셜
046890,2612,0,0,서울반도체
046940,421,0,0,우원개발
046970,467,0,0,우리로
047040,41112,0,0,대우건설
047050,461,0,0,포스코인터내셔널
047080,5821,0,0,한빛소프트
047310,2812,0,0,파워로직스
047400,23222,0,0,유니온머티리얼
047560,58221,0,0,이스트소프트
047770,141,0,0,코데즈컴바인
